cpu_t0,memory_t0,disk_t0,temperature_t0,errors_t0,response_time_t0,network_t0,uptime_t0,processes_t0,threads_t0,cpu_t1,memory_t1,disk_t1,temperature_t1,errors_t1,response_time_t1,network_t1,uptime_t1,processes_t1,threads_t1,cpu_t2,memory_t2,disk_t2,temperature_t2,errors_t2,response_time_t2,network_t2,uptime_t2,processes_t2,threads_t2,cpu_t3,memory_t3,disk_t3,temperature_t3,errors_t3,response_time_t3,network_t3,uptime_t3,processes_t3,threads_t3,cpu_t4,memory_t4,disk_t4,temperature_t4,errors_t4,response_time_t4,network_t4,uptime_t4,processes_t4,threads_t4,cpu_t5,memory_t5,disk_t5,temperature_t5,errors_t5,response_time_t5,network_t5,uptime_t5,processes_t5,threads_t5,cpu_t6,memory_t6,disk_t6,temperature_t6,errors_t6,response_time_t6,network_t6,uptime_t6,processes_t6,threads_t6,cpu_t7,memory_t7,disk_t7,temperature_t7,errors_t7,response_time_t7,network_t7,uptime_t7,processes_t7,threads_t7,cpu_t8,memory_t8,disk_t8,temperature_t8,errors_t8,response_time_t8,network_t8,uptime_t8,processes_t8,threads_t8,cpu_t9,memory_t9,disk_t9,temperature_t9,errors_t9,response_time_t9,network_t9,uptime_t9,processes_t9,threads_t9,label
32.1,50.04,40.06,41.92,1.76,98.6,998.57,200.47,59.72,119.26,33.68,53.24,38.49,49.16,1.05,98.32,1034.82,194.92,64.06,125.03,41.3,54.53,45.21,54.77,-1.08,89.04,1062.36,186.47,67.24,132.05,47.48,56.16,40.25,58.29,1.23,89.48,1098.01,180.36,66.38,137.33,50.61,57.74,40.77,61.58,1.35,82.79,1136.23,177.88,73.22,147.45,60.8,61.8,43.58,63.85,4.34,77.34,1165.47,172.86,76.18,154.7,63.39,61.25,49.87,72.12,3.8,75.84,1198.7,167.58,78.79,157.71,68.85,65.42,42.8,76.03,2.63,68.57,1231.84,161.35,85.23,170.29,73.51,72.29,46.82,80.52,4.33,66.46,1267.42,153.78,87.74,171.43,81.5,69.17,46.81,82.84,4.73,58.22,1300.95,150.17,91.05,180.75,1
30.48,50.05,38.83,43.16,-2.77,98.49,998.6,200.31,60.22,118.96,36.15,55.82,40.28,50.87,-0.56,92.8,1032.27,195.05,66.39,127.32,41.56,55.35,41.24,54.39,1.87,87.75,1064.42,187.67,66.89,133.07,44.99,58.31,40.75,56.04,0.92,89.08,1100.11,183.43,65.66,136.81,51.87,61.8,43.93,62.11,-1.89,78.09,1134.86,177.87,72.62,147.62,57.67,62.92,46.54,67.32,-1.15,72.29,1167.72,172.08,78.25,150.29,62.29,66.74,46.8,71.31,2.2,70.68,1198.45,165.79,78.34,157.27,67.67,63.38,47.62,74.93,5.27,68.98,1233.29,160.77,84.8,168.05,71.03,69.37,45.79,76.81,4.79,63.19,1267.97,152.2,85.27,177.1,77.89,69.58,49.26,83.66,4.56,64.76,1297.21,146.67,87.01,179.09,1
29.57,51.92,38.31,48.41,0.6,98.62,999.11,199.59,58.65,121.92,32.63,50.69,39.92,48.77,-2.9,95.82,1037.24,197.26,65.95,125.38,39.87,54.44,45.21,49.64,0.3,88.27,1069.39,191.71,68.33,129.53,48.86,55.54,44.25,60.32,7.32,88.31,1096.61,182.75,69.84,139.81,54.21,58.52,45.75,65.39,3.15,82.82,1132.4,179.19,71.17,146.02,58.42,63.75,44.35,67.95,3.14,78.98,1166.39,174.58,76.42,151.01,61.71,64.57,45.72,73.96,3.52,73.75,1197.57,166.24,78.59,162.64,70.34,65.06,48.48,77.53,1.43,68.64,1235.89,161.33,83.91,166.87,75.06,65.22,52.52,80.13,6.2,63.18,1267.89,152.33,87.0,173.39,76.53,70.05,48.04,83.87,4.25,57.45,1299.21,149.97,91.21,182.35,1
31.16,48.32,38.87,44.66,-2.31,101.45,1000.15,197.8,63.31,121.55,36.91,51.07,41.98,50.86,0.27,94.8,1032.58,196.54,65.51,129.98,37.47,55.67,42.93,50.69,1.08,88.99,1069.32,191.01,67.12,137.42,52.28,59.9,41.36,59.08,-2.04,83.63,1101.12,185.0,70.79,137.68,49.43,54.93,45.74,67.89,5.41,81.11,1135.62,176.82,73.13,144.18,60.34,61.2,44.04,66.76,6.07,77.93,1164.52,173.21,74.54,154.68,63.44,65.15,43.64,70.78,4.97,74.0,1199.64,165.68,78.31,159.18,69.99,66.15,45.84,77.12,4.23,66.09,1233.54,160.86,80.12,166.6,76.34,67.01,50.22,81.36,1.87,62.36,1268.27,156.79,86.13,173.17,83.23,70.63,50.83,87.71,6.46,61.89,1300.57,148.36,89.73,180.17,1
29.27,51.37,39.76,41.77,-0.02,99.35,996.51,200.21,60.87,120.84,34.85,50.82,40.53,50.17,1.96,93.87,1031.34,192.01,62.7,126.85,43.0,53.48,43.4,52.16,3.09,94.93,1068.18,187.48,70.81,131.15,48.16,56.51,45.0,58.32,0.81,84.48,1103.17,184.47,71.39,141.62,54.02,57.07,42.19,61.05,1.77,83.68,1131.58,178.1,69.37,144.29,57.21,65.75,43.99,64.77,4.43,79.37,1168.38,175.44,75.89,152.74,64.25,60.01,48.51,70.87,1.14,71.76,1201.72,165.3,79.26,160.82,70.67,64.22,47.43,73.97,11.76,66.63,1234.58,159.39,82.18,167.53,69.79,66.9,46.46,78.95,4.02,62.6,1265.09,156.33,86.31,173.28,78.96,72.3,49.73,84.64,8.01,63.1,1300.85,147.09,89.19,181.46,1
31.83,50.89,39.84,42.77,-2.98,104.94,996.2,200.94,59.36,119.57,36.03,54.25,41.88,48.5,1.16,96.57,1034.4,198.11,63.5,131.58,38.27,51.99,41.53,53.98,0.84,88.52,1069.28,188.6,68.48,131.67,48.38,56.31,45.75,57.89,2.56,87.74,1100.53,181.81,67.75,137.39,54.11,61.26,40.72,65.7,0.28,76.39,1131.66,178.32,71.32,145.28,58.78,61.69,48.76,64.05,3.71,77.47,1162.16,170.81,77.52,154.79,62.31,62.64,46.82,69.11,0.66,70.27,1200.12,164.92,79.67,159.29,65.88,66.05,49.13,77.8,5.49,64.5,1236.29,162.08,83.31,164.43,71.0,70.23,48.19,78.64,8.55,64.07,1269.08,155.99,88.67,173.53,78.26,71.33,50.35,87.28,3.64,57.24,1302.5,151.37,91.49,183.45,1
31.43,44.75,37.27,45.34,0.13,100.0,1000.57,195.1,60.27,117.98,33.36,52.99,40.98,52.11,-0.93,97.45,1032.78,198.57,64.87,126.2,41.47,56.81,42.71,51.7,2.24,91.42,1064.93,188.94,68.02,135.13,48.82,57.55,43.51,58.36,1.28,84.64,1099.74,184.01,70.39,141.82,53.68,58.46,48.15,62.79,1.98,87.56,1131.64,177.52,73.63,144.54,59.73,60.88,44.29,63.94,1.17,77.92,1165.45,174.6,75.23,149.03,65.14,64.87,48.25,73.63,7.18,74.47,1197.81,165.38,78.75,157.09,67.41,64.31,47.49,72.8,3.39,67.74,1234.47,159.68,81.07,166.65,74.3,69.36,49.22,83.63,4.54,64.39,1265.59,152.84,88.66,173.0,82.5,70.64,51.2,88.17,7.24,60.57,1298.24,148.25,89.63,178.29,1
30.09,51.4,42.15,45.73,2.51,101.07,999.98,198.98,60.32,121.66,36.74,51.34,43.66,53.69,-1.22,96.68,1030.38,194.55,61.05,126.64,41.25,52.38,38.89,53.44,0.76,90.68,1066.45,186.46,69.02,129.38,49.02,58.71,44.93,59.08,0.38,92.82,1101.07,183.88,70.15,140.85,51.74,60.61,41.7,60.68,1.54,79.18,1133.96,177.91,74.31,148.18,58.06,63.56,43.88,64.66,1.68,75.43,1163.97,169.38,76.49,156.9,62.88,65.02,47.58,73.27,3.61,73.16,1197.23,167.58,79.57,157.47,72.09,64.97,48.19,73.33,2.06,69.18,1232.41,157.56,83.35,166.95,74.69,66.28,47.19,81.1,7.03,64.53,1265.57,156.47,88.51,170.31,79.98,68.12,52.93,86.83,3.67,62.31,1298.97,149.16,90.9,184.6,1
31.85,49.78,40.28,44.62,-0.86,96.39,997.84,200.52,57.8,117.33,35.28,54.06,40.34,49.74,-1.77,94.22,1033.4,197.87,59.62,126.43,41.1,56.1,44.12,53.07,-1.5,93.01,1067.88,189.54,71.38,130.92,48.11,53.55,41.12,60.19,1.1,85.42,1099.01,178.85,70.65,138.94,55.7,59.79,43.98,64.07,0.5,82.66,1133.29,182.29,72.1,149.06,53.29,63.55,44.0,63.46,5.24,76.6,1166.94,174.45,73.43,151.69,61.66,61.08,44.91,71.9,6.11,69.93,1199.67,165.98,79.56,161.53,69.07,65.7,49.04,74.85,6.21,69.11,1230.94,158.59,83.7,169.37,75.32,69.34,50.02,81.18,4.82,64.5,1268.96,160.38,85.2,171.69,80.32,73.29,47.63,83.8,4.86,60.09,1300.35,146.37,91.82,178.35,1
31.41,50.62,39.81,49.06,-0.49,98.12,999.92,198.77,58.46,119.79,36.38,50.39,41.05,52.03,-1.34,94.56,1032.01,193.28,60.84,126.32,36.82,57.45,41.23,54.1,-0.89,89.57,1065.14,192.65,66.82,130.84,47.94,56.22,42.12,56.12,-2.06,84.48,1096.29,183.34,71.89,139.81,51.2,61.02,46.42,61.45,3.73,81.92,1133.17,176.74,70.72,143.12,57.48,60.74,44.36,68.6,3.03,79.22,1166.81,171.83,75.99,153.09,63.59,62.04,44.43,70.94,-2.17,77.69,1199.47,170.12,79.02,154.49,68.65,64.58,45.74,73.38,1.49,68.74,1231.18,159.6,81.74,165.71,78.42,68.65,49.25,79.76,4.28,63.54,1263.82,156.4,86.25,173.67,78.06,69.5,48.59,86.17,2.9,58.91,1301.92,152.64,89.58,181.74,1
33.44,51.5,43.2,43.83,0.47,101.45,999.17,201.16,63.44,120.24,32.65,52.56,42.65,45.92,-0.1,93.98,1032.48,193.3,61.64,124.57,40.5,53.05,41.8,57.27,2.42,92.8,1067.95,193.23,65.22,130.75,45.39,60.98,43.16,57.51,-1.1,84.22,1098.97,180.96,71.76,137.31,50.96,58.28,44.49,62.29,0.54,82.97,1135.92,179.84,71.43,147.18,59.74,61.53,43.24,67.69,3.97,76.67,1166.99,171.24,77.31,152.02,66.08,60.49,48.58,71.53,3.21,74.6,1199.65,165.02,79.58,162.13,68.82,64.01,50.95,71.88,1.82,67.44,1232.43,161.81,82.55,167.54,74.4,69.77,47.38,77.5,4.83,66.56,1265.91,154.97,85.7,175.49,79.57,70.53,50.38,85.19,3.85,59.94,1300.32,149.61,90.16,181.61,1
27.58,52.0,41.04,45.32,-0.81,102.78,999.47,198.38,61.67,117.89,36.41,53.86,40.72,50.73,-2.69,93.48,1033.65,195.74,62.35,128.91,43.22,49.68,42.64,56.66,2.41,94.39,1066.51,188.69,67.76,135.4,44.67,59.46,45.86,59.7,0.42,87.68,1099.66,186.01,70.69,141.64,54.7,59.16,44.14,60.98,3.39,81.52,1132.69,177.35,73.57,150.15,55.79,63.69,46.74,70.1,4.96,75.48,1168.0,172.64,75.78,154.25,62.06,65.88,44.99,72.15,3.99,76.43,1197.8,168.0,77.82,164.53,68.41,66.01,46.85,78.0,3.1,71.4,1231.57,163.4,85.84,166.08,74.7,66.49,52.58,80.08,1.46,62.15,1268.13,152.73,87.36,172.75,74.77,68.84,49.12,84.14,4.72,60.34,1296.15,150.5,90.97,179.33,1
31.19,52.41,41.45,45.16,2.09,100.75,1000.44,200.58,57.52,118.4,36.42,52.3,38.42,46.96,1.16,97.62,1034.41,194.62,63.41,131.51,40.43,57.11,40.73,51.25,4.92,89.82,1065.61,188.6,65.54,135.08,48.54,51.19,40.42,56.62,0.89,87.36,1099.51,183.46,67.0,140.19,52.56,54.7,44.12,65.1,-0.28,80.06,1133.38,177.1,76.63,142.18,58.51,59.27,46.68,67.68,5.48,81.76,1167.24,172.91,77.3,155.16,65.89,64.39,45.96,72.4,4.62,72.3,1199.7,164.38,79.11,156.99,67.88,64.2,47.31,76.06,6.21,67.33,1233.38,160.18,80.78,167.36,74.66,67.74,46.74,78.1,1.02,61.5,1268.05,153.3,86.47,171.42,77.38,72.84,52.71,83.38,6.8,60.83,1299.97,150.08,89.07,180.04,1
31.98,50.19,39.93,45.2,-0.67,99.9,1000.73,199.03,59.07,120.86,32.06,55.73,41.91,50.09,1.27,94.98,1035.32,194.13,65.09,128.68,42.54,53.84,41.93,54.48,3.1,91.7,1066.86,192.34,67.7,137.2,46.81,57.77,42.86,56.75,0.53,90.26,1100.46,182.8,69.08,144.84,51.54,55.23,42.82,62.75,3.91,81.44,1134.15,179.04,71.09,148.54,59.13,63.75,42.9,70.15,6.55,77.9,1166.33,172.11,76.06,156.5,63.12,64.51,46.1,71.22,0.62,75.65,1202.15,167.77,79.43,158.3,68.34,62.9,49.79,72.25,5.33,67.0,1234.31,162.34,80.57,164.04,68.77,67.45,49.06,79.84,5.65,63.76,1268.85,157.26,84.81,172.67,78.26,69.66,50.11,86.15,2.01,61.72,1302.33,155.8,89.0,179.9,1
31.68,52.56,38.23,43.77,-1.62,98.66,1001.56,200.45,62.98,119.39,37.18,48.63,42.43,45.82,-1.14,94.49,1030.74,196.41,62.98,126.34,42.43,56.47,45.85,52.1,-3.14,89.8,1065.44,188.77,70.37,132.86,45.54,54.3,41.97,59.84,1.53,87.94,1096.68,181.48,70.11,141.8,56.33,57.83,43.54,62.1,3.93,82.77,1132.65,177.29,73.19,142.47,60.33,61.58,43.19,67.33,-0.2,77.9,1166.39,175.12,73.79,153.1,62.49,61.71,45.67,75.16,5.44,73.82,1203.37,165.02,76.6,158.0,65.79,63.48,48.96,78.81,6.77,69.89,1231.78,164.08,85.71,165.91,72.41,65.26,48.91,82.81,2.57,64.02,1264.73,156.93,90.09,171.7,82.42,71.58,48.91,83.56,8.34,58.58,1299.19,148.41,92.81,179.59,1
33.35,50.44,41.73,42.86,0.66,99.19,999.41,200.8,59.34,120.8,39.2,53.04,39.06,48.7,3.33,92.95,1036.79,195.38,62.01,125.66,42.82,53.07,43.6,52.47,3.33,93.63,1069.24,185.01,69.54,130.87,49.15,56.95,43.18,59.89,1.32,84.55,1100.23,184.91,73.02,136.91,50.08,61.94,44.25,64.46,3.18,79.26,1132.93,177.68,72.44,148.08,58.51,58.5,42.23,66.49,2.89,75.05,1163.78,174.92,73.97,151.73,64.06,62.57,47.28,70.72,5.59,71.99,1202.33,168.45,78.18,161.85,68.41,65.25,47.26,75.65,7.27,68.95,1232.96,161.97,84.47,167.26,72.17,69.27,51.79,81.39,9.38,63.53,1264.29,155.02,84.53,174.33,79.13,73.76,51.39,83.6,3.71,56.78,1299.35,149.88,91.8,178.16,1
31.01,56.12,42.37,44.46,3.32,102.33,1000.41,200.26,56.3,122.16,38.9,52.9,39.84,51.53,1.39,93.75,1034.02,194.68,63.78,125.17,42.58,54.27,44.21,53.5,1.78,92.22,1068.78,186.61,70.76,135.29,47.35,57.35,42.6,59.65,-1.16,89.31,1098.39,183.09,69.51,142.85,52.85,58.45,46.59,57.81,1.72,79.08,1131.27,175.63,70.41,149.08,59.01,61.98,45.03,64.53,5.5,76.69,1165.62,172.35,78.56,149.93,61.21,63.2,46.12,69.98,4.51,77.42,1199.32,167.67,78.52,161.21,71.22,63.91,49.82,74.75,6.11,65.16,1231.27,163.45,81.89,169.7,74.38,67.83,50.16,81.28,8.53,63.7,1266.6,158.04,86.08,172.93,78.68,68.76,47.37,84.71,6.38,54.45,1296.25,149.89,92.68,181.19,1
29.14,49.54,38.66,44.48,-1.96,99.52,1000.41,201.06,61.51,121.4,32.51,49.96,38.21,51.66,1.27,95.7,1032.84,189.86,61.43,126.83,42.62,53.97,43.13,52.48,1.51,90.07,1067.45,187.7,61.93,133.32,46.64,54.08,43.26,55.65,1.69,87.78,1098.5,180.71,67.44,143.52,52.66,56.98,40.55,61.59,0.37,82.8,1135.31,176.97,74.95,145.37,56.53,61.7,48.12,66.44,1.88,81.01,1165.57,173.82,79.01,153.84,66.69,61.82,46.1,72.57,2.27,74.41,1198.34,171.8,79.14,157.09,70.24,64.08,46.47,75.26,10.4,66.95,1232.12,159.87,86.6,167.84,74.48,68.62,49.1,80.45,3.12,63.31,1264.89,157.79,87.76,172.17,78.22,70.52,54.65,84.71,8.69,60.03,1300.48,154.02,90.65,184.16,1
32.42,49.67,38.52,45.27,0.01,98.44,1000.72,201.96,61.57,119.67,31.56,50.93,40.79,52.05,-1.47,96.03,1030.98,199.86,64.25,122.25,41.15,57.79,43.53,55.02,2.18,87.64,1067.23,190.27,65.7,130.71,47.81,60.7,41.43,58.3,1.48,84.42,1099.49,183.5,66.74,138.91,51.8,60.23,45.25,63.68,3.46,85.65,1132.98,178.11,75.71,148.62,57.82,57.91,47.21,66.14,4.41,80.59,1162.08,169.78,74.44,155.37,62.75,61.37,45.4,68.62,6.18,76.06,1202.78,168.58,80.0,161.34,68.5,66.68,50.76,75.77,0.89,68.1,1236.26,160.85,83.0,165.28,74.27,68.8,45.32,79.19,6.17,67.52,1268.05,156.72,89.26,173.42,83.54,70.99,49.13,88.33,5.51,61.33,1300.88,149.7,91.8,177.67,1
30.1,49.64,39.96,48.35,2.53,101.99,1002.46,199.28,59.46,119.47,35.79,49.79,41.31,50.04,-0.86,95.54,1030.05,193.41,65.7,126.14,41.78,56.43,41.19,53.47,-0.85,91.64,1068.64,185.74,65.1,134.26,44.19,59.97,38.45,57.33,0.63,85.1,1101.31,185.17,66.63,141.42,53.96,59.04,44.67,63.52,0.87,82.44,1134.84,179.79,73.58,146.61,57.28,59.48,48.85,67.74,4.02,74.05,1165.6,177.75,76.84,155.58,63.69,63.7,47.47,74.12,4.91,75.05,1201.05,164.35,82.45,160.37,70.29,66.14,45.49,77.76,3.43,68.53,1237.94,162.17,88.29,166.62,76.01,68.29,50.23,81.61,8.33,66.75,1266.34,151.44,85.1,171.13,78.78,69.54,46.92,84.87,2.1,57.81,1302.64,151.58,87.28,181.55,1
31.33,50.68,40.24,43.71,2.98,101.65,999.83,199.72,58.39,119.54,35.6,54.08,39.51,48.97,0.3,93.32,1029.79,193.56,64.24,125.45,40.97,57.48,43.53,53.32,1.66,91.28,1064.94,188.6,67.06,133.64,47.78,56.74,49.05,57.42,-1.31,84.49,1101.25,177.83,68.24,140.51,51.4,56.28,43.79,63.58,2.62,80.53,1136.05,179.3,75.09,145.29,58.66,59.73,47.39,70.68,4.77,79.86,1167.62,169.77,77.93,149.36,64.39,62.09,43.59,74.94,-0.81,71.09,1198.14,167.8,80.51,160.17,70.55,66.19,52.75,74.16,2.64,69.52,1234.89,161.26,83.37,167.67,69.66,70.15,45.24,79.97,1.92,68.74,1264.66,154.67,87.94,172.37,81.03,70.61,48.76,85.96,2.37,60.4,1299.19,150.89,93.1,180.82,1
30.82,47.22,42.46,47.45,-0.2,99.73,998.79,199.68,58.39,120.83,34.79,53.28,44.35,51.71,0.69,96.66,1032.65,195.57,63.25,124.12,37.91,53.9,43.25,53.19,2.06,90.55,1068.98,185.24,63.14,135.75,46.62,52.75,46.35,60.63,2.07,87.36,1102.63,180.65,67.88,140.34,53.92,58.86,50.35,61.17,1.08,79.8,1134.74,175.07,75.69,147.01,60.58,60.0,44.93,68.07,-1.1,83.08,1166.61,168.13,74.62,150.45,60.39,62.76,42.84,70.29,3.13,70.39,1200.27,167.45,79.18,159.73,69.72,64.66,47.02,75.93,2.16,68.99,1233.05,162.32,84.65,166.72,72.84,67.24,46.14,80.32,2.35,64.15,1266.23,155.5,87.45,174.51,76.73,71.74,50.36,82.28,7.83,60.88,1298.2,147.54,88.57,179.8,1
31.54,50.92,39.37,42.18,-0.78,99.36,1000.36,202.01,58.44,116.94,34.63,54.98,37.18,49.12,-3.95,94.09,1036.97,192.42,64.71,125.97,42.93,53.22,41.74,54.32,0.99,91.85,1068.0,192.57,62.17,135.31,45.27,54.82,43.99,61.77,0.86,86.56,1099.67,185.67,66.62,139.93,52.75,60.76,44.16,62.59,3.01,79.16,1134.53,180.4,72.98,146.11,59.38,60.61,44.41,66.86,3.15,79.61,1164.76,171.9,78.45,149.6,65.09,63.1,46.09,73.91,2.16,70.8,1197.62,167.14,77.93,159.42,70.87,68.55,46.14,76.88,4.38,68.24,1231.92,159.83,83.69,165.5,73.2,68.46,44.95,81.01,2.69,62.65,1265.55,154.71,89.04,173.29,78.13,66.51,48.26,83.89,6.1,61.84,1300.84,149.66,86.06,183.82,1
28.65,49.9,40.62,45.19,-1.83,99.18,1000.39,200.14,62.36,122.23,34.43,53.68,42.59,50.42,0.33,96.82,1035.96,191.91,66.85,122.43,41.2,49.48,42.72,50.83,2.86,93.92,1061.35,190.64,68.75,134.44,46.01,58.8,47.0,56.38,-0.74,84.91,1096.67,182.77,71.45,142.66,54.04,61.61,42.4,61.74,1.74,83.23,1133.66,178.12,73.19,145.3,56.69,60.98,45.99,71.67,3.82,80.95,1166.61,175.17,78.77,154.53,62.71,61.32,46.05,70.91,1.91,72.47,1197.93,165.59,78.62,160.6,68.46,67.01,45.62,75.02,4.65,69.41,1232.96,161.76,82.92,168.12,76.24,69.6,49.99,78.27,5.03,64.66,1267.21,157.04,89.52,171.71,78.71,69.32,52.42,80.4,0.31,58.36,1302.19,149.23,93.48,183.48,1
27.52,50.48,40.52,45.08,-2.16,102.4,1000.74,201.36,61.55,120.0,35.15,47.69,40.37,52.55,-1.45,95.26,1032.37,195.39,62.84,127.08,40.75,51.23,44.95,50.78,2.21,94.14,1068.66,188.43,67.73,131.8,47.79,58.26,40.63,57.44,1.49,87.14,1100.63,180.95,69.11,143.23,52.37,60.34,44.31,61.59,0.62,82.39,1135.23,179.92,68.54,146.57,60.71,56.99,42.09,67.62,2.67,77.87,1167.62,172.37,76.38,153.13,64.62,66.0,46.75,70.64,-0.16,72.38,1198.93,164.03,78.25,161.64,66.63,64.28,44.83,77.01,3.32,71.09,1230.25,161.4,84.99,165.59,71.29,67.43,50.3,78.18,3.15,64.55,1266.19,156.57,84.68,171.56,79.4,68.53,50.0,84.32,7.32,60.2,1298.91,152.72,87.24,180.16,1
30.0,52.36,38.77,47.21,2.11,101.46,1001.91,198.86,61.72,116.7,33.79,52.57,43.12,50.62,0.56,94.21,1036.58,192.61,65.42,124.27,44.57,55.04,41.34,53.18,4.07,90.68,1063.9,190.1,66.45,131.88,46.95,57.64,40.31,60.86,2.81,85.17,1102.13,182.79,71.03,142.15,52.59,59.05,45.12,61.93,1.4,84.65,1135.59,180.58,74.76,143.28,57.88,58.13,41.58,68.72,3.5,74.21,1165.76,174.57,74.98,153.16,66.67,61.2,45.86,69.28,4.45,74.41,1204.31,168.3,77.0,160.89,68.44,63.97,46.88,74.76,1.73,72.18,1230.88,158.29,84.9,166.11,75.57,68.28,45.57,81.48,4.31,64.0,1264.03,157.6,87.36,175.9,78.18,70.5,49.42,83.35,6.12,57.6,1301.04,150.97,90.57,181.61,1
28.27,52.25,39.98,45.06,-0.01,100.29,999.58,201.52,58.19,119.79,32.88,52.2,38.97,43.86,2.43,96.85,1031.43,192.21,62.75,129.23,44.05,56.07,42.71,53.66,5.41,89.85,1065.44,190.23,70.56,131.76,49.29,58.84,41.63,58.0,0.79,84.8,1100.71,185.55,69.27,138.45,51.63,59.02,46.7,64.36,1.0,83.23,1130.04,178.78,76.18,147.48,57.11,57.46,48.73,66.66,1.62,77.98,1163.79,173.81,77.85,151.99,65.83,59.36,46.05,68.07,1.76,76.19,1200.91,165.28,78.35,165.53,70.77,65.87,49.96,78.2,3.84,72.4,1233.66,158.25,86.6,164.1,78.99,68.51,47.48,78.29,4.84,65.73,1269.92,155.59,87.82,173.52,82.81,70.24,48.88,86.01,3.86,61.87,1299.3,149.7,93.18,177.87,1
28.42,48.8,40.74,45.44,1.41,99.94,1001.34,199.38,58.28,117.0,32.33,53.91,41.3,49.99,0.9,93.81,1033.63,194.13,59.2,127.3,36.83,59.68,43.84,53.22,1.37,92.25,1068.21,185.03,66.93,133.81,48.69,57.76,41.78,61.02,-0.61,85.34,1103.23,181.91,73.91,139.52,51.49,59.27,45.42,63.73,2.7,81.33,1133.59,176.4,75.26,149.78,54.08,60.67,45.74,69.56,4.34,80.09,1167.71,172.08,76.7,149.81,63.71,61.41,45.14,69.37,5.4,73.95,1200.57,166.53,78.75,161.26,68.29,66.24,45.29,73.64,7.03,67.72,1232.22,163.81,81.84,166.29,72.37,68.86,48.97,78.51,6.68,63.17,1264.86,156.29,90.46,176.26,75.93,68.51,50.52,83.72,3.16,59.89,1302.84,151.63,93.18,182.76,1
28.12,49.12,40.0,41.65,-0.39,100.06,999.55,201.26,60.17,121.81,33.02,52.44,41.09,48.65,1.62,94.16,1033.17,196.91,62.98,128.01,40.41,51.08,41.87,52.98,0.74,89.38,1066.25,190.6,63.91,134.47,48.63,57.78,42.86,58.6,0.49,88.87,1097.49,184.1,70.75,142.5,49.96,55.94,42.94,62.98,1.51,79.87,1131.24,181.49,72.95,145.97,56.32,62.02,43.02,68.99,2.43,83.81,1167.69,169.85,76.39,149.68,63.54,64.87,46.8,70.73,4.91,78.22,1199.68,166.47,78.41,158.92,66.35,64.42,47.3,78.71,3.4,73.54,1233.89,158.06,84.96,163.67,74.3,68.53,50.04,82.68,2.93,64.68,1267.94,157.33,91.46,174.06,82.44,66.78,52.35,85.2,6.04,56.93,1298.58,152.65,88.45,177.87,1
30.67,48.51,38.0,46.03,-1.88,98.8,1000.1,200.24,59.38,122.17,35.32,52.08,40.13,53.52,-1.44,98.73,1033.66,195.84,60.16,124.78,40.34,55.94,42.66,53.23,3.06,93.05,1066.85,189.16,66.23,131.37,49.81,57.51,40.86,57.01,-1.48,87.17,1099.78,185.23,71.09,141.14,53.43,58.61,45.83,60.25,0.96,79.93,1131.05,177.73,74.33,145.53,56.79,62.7,43.63,70.12,1.3,77.38,1168.34,174.7,78.66,154.02,66.74,62.27,46.0,75.48,2.32,72.04,1200.68,167.24,83.57,160.25,71.27,67.34,49.73,74.92,6.75,66.31,1236.83,162.05,88.18,165.41,77.63,70.23,49.54,82.07,5.12,61.75,1264.77,154.9,90.97,173.62,81.65,70.01,48.2,87.59,6.21,59.15,1299.05,150.67,88.07,178.75,1
28.94,47.06,39.64,44.86,2.98,102.2,998.58,202.73,56.45,118.21,34.38,53.35,37.47,50.83,4.89,94.35,1034.5,195.35,62.86,126.82,41.09,54.51,42.4,57.13,2.07,90.06,1068.26,192.4,65.32,135.83,48.13,56.14,44.51,57.98,2.75,88.74,1100.82,179.7,67.46,140.13,52.9,60.98,41.11,59.47,1.03,78.91,1134.76,180.21,73.52,147.71,54.64,59.1,44.48,66.58,3.42,75.11,1169.34,170.55,73.97,152.53,60.32,63.34,47.29,74.68,1.98,75.23,1199.38,170.87,83.98,158.59,64.73,64.12,47.92,75.75,3.18,68.18,1235.04,162.35,85.1,165.97,74.58,67.2,52.13,80.1,5.57,65.11,1265.78,157.43,87.24,173.91,82.99,67.6,48.07,85.58,5.1,60.03,1301.06,153.02,89.4,180.36,1
29.52,50.02,42.01,44.35,0.28,101.8,999.44,199.27,65.51,118.45,35.82,50.91,43.49,50.34,-0.66,95.77,1033.07,195.44,62.56,125.95,40.57,56.13,42.96,49.85,2.46,93.53,1063.59,190.05,65.98,136.84,45.2,58.37,45.16,61.25,-1.88,84.46,1101.51,181.33,70.51,139.1,51.58,60.53,45.07,58.02,-2.5,82.02,1136.88,182.37,74.42,149.99,57.37,59.7,44.3,69.73,3.9,78.23,1164.66,170.24,71.24,155.35,61.71,66.18,46.41,69.78,2.25,74.08,1196.69,166.4,79.2,160.21,66.85,62.1,45.86,74.06,5.63,69.48,1233.34,160.47,82.37,166.55,73.29,65.34,49.64,81.64,4.53,62.61,1265.92,153.01,85.46,174.47,80.08,70.82,48.77,85.74,6.76,61.16,1299.08,151.8,89.96,180.16,1
